,tilsynsobjektid,org_navn,orgnummer,adresse,postnr,poststed,kategori1,kategori2,kategori3,kategori4,karakter1,karakter2,karakter3,karakter4,total_karakter,dato,tilsynsbesoektype,tilsynid,sakref,status
13,Z1006052055497311127APKTV_Tilsynsobjekt,Peppes Pizza,973116193,KARL JOHANS GATE 1,0154,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,0,0,19092016,1,Z1609190821350530240SEUFI_TilsynAvtale,2016/194572,0
14,Z1606091237284722024ACMTX_Tilsynsobjekt,Smia Galleri,990355088,OPPLANDSGATA 19,0657,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,16012020,0,Z2001170636539520239APRQA_TilsynAvtale,2020/10311,0
15,Z2209271821541262103XHJVT_Tilsynsobjekt,Mother India,924609001,Pilestredet 63,0350,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,2,2,25102022,1,Z2210261151111420240UMIRU_TilsynAvtale,2022/210378,0
16,Z1006052055028311127ROKBA_Tilsynsobjekt,ENOTECA VINBAR,980261565,BYGDØY ALLE 59A,0265,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,07062019,0,Z1906111024514410240ZBZAC_TilsynAvtale,2019/134670,0
17,Z1604102217330213252ILMFJ_Tilsynsobjekt,Mondi AS/Tre stuer og bar,913707702,DARRES GATE 1,0175,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,20112019,0,Z1911221208123370240LYYNJ_TilsynAvtale,2019/250820,0
18,Z2210271703315641011WJRZQ_Tilsynsobjekt,La Mayor,926005839,Bernt Ankers Gate 25,0183,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,1,1,27102022,0,Z2210271734564320239DCEAO_TilsynAvtale,2022/235949,0
19,Z1507241209583833184ABIUG_Tilsynsobjekt,Chez Colin,915022049,FREDENSBORGVEIEN 44,0177,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,29102019,0,Z1910292141426320240QQVTE_TilsynAvtale,2019/215644,0
20,Z1605081953373423251WEAMU_Tilsynsobjekt,Stuper`n,914434807,MIDDELTHUNS GATE 28,0368,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,0,0,2,13062018,0,Z1806141042015730240KEIXM_TilsynAvtale,2018/138084,0
21,Z1608221627245600390MBJGA_Tilsynsobjekt,"McDonald's Familierestaurant, CC Vest",986599142,LILLEAKERVEIEN 16,0283,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,09022022,0,Z2202091300395370239QHDFE_TilsynAvtale,2022/28458,0
22,Z1403052156251863251EGUDT_Tilsynsobjekt,Espresso House Pilestredet,912513602,Pilestredet 39,0166,Oslo,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,0,1,06022020,0,Z2002070731406780239JAYRX_TilsynAvtale,2020/26700,0
23,Z1006052055053011126AQHYI_Tilsynsobjekt,Forest & Brown,885043542,Niels Juels gate 31,0257,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,0,01022016,1,Z1602011149538850240NSJYW_TilsynAvtale,2016/20097,0
24,Z1006052055053011126AQHYI_Tilsynsobjekt,Forest & Brown,885043542,Niels Juels gate 31,0257,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,21102016,1,Z1610211534593820240TXZBQ_TilsynAvtale,2016/216865,0
25,Z1006052055053011126AQHYI_Tilsynsobjekt,Forest & Brown,885043542,Niels Juels gate 31,0257,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,0,15122022,1,Z2212151004066240240IAJWL_TilsynAvtale,2022/255990,0
26,Z1006052055002101189SVHMY_Tilsynsobjekt,East House Cheng,979325886,TRONDHEIMSVEIEN 157,0570,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,09082016,1,Z1608091030328880240LVVTM_TilsynAvtale,2016/111869,0
27,Z1902221410278250128QGRBN_Tilsynsobjekt,Sumo Storo AS,920425429,Vitaminveien 31,0485,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,0,2,1,2,07052019,0,Z1905071553518850240SYWQL_TilsynAvtale,2019/96256,0
28,Z1905161438115450240DEYIY_Tilsynsobjekt,Troys Majorstuen AS,919552964,Hegdehaugsveien 36,0352,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,0,29052019,1,Z1905291606188330240WXMKI_TilsynAvtale,2019/120173,0
29,Z2101081113225830127AOEZD_Tilsynsobjekt,BJØLSEN SUSHI & BUBBLETEA AS,925944726,Sarpsborggata 12C,0468,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,2,0,1,2,24112022,0,Z2211241533545570240ZFAJT_TilsynAvtale,2022/254475,0
30,Z1208231314131033252BLAEC_Tilsynsobjekt,Vulkanfisk AS - Restaurant,998842875,Vulkan 5,0178,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,1,0,2,14082018,0,Z1808141236174500240SQWHH_TilsynAvtale,2018/182842,0
31,Z1006052055540901126PSVWH_Tilsynsobjekt,Q 33 Hotelldrift AS Østre Aker vei 33,991160418,ØSTRE AKER VEI 33,0581,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,07022018,0,Z1802081030596250239GFTZD_TilsynAvtale,2018/33523,0
32,Z1006052059576191189LLAJS_Tilsynsobjekt,Malik's Kvarten Bistro AS,876576422,KRISTIAN IV`S GATE 1,0164,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,20042022,1,Z2204201518307440240ONWCW_TilsynAvtale,2022/77047,0
33,Z1006052055524681190GTRPU_Tilsynsobjekt,Plah bar & restaurant,979623119,Sommerrogata 1,0255,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,0,26092017,1,Z1709261013342410240ALKRY_TilsynAvtale,2017/192769,0
34,Z1807160937526200372NCBNL_Tilsynsobjekt,MIND THE GAP,916463596,Romsås senter 1,0970,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,0,2,2,2,02022023,1,Z2302021025013800239KZQNL_TilsynAvtale,2022/208258,0
35,Z1503061136160913251MFMOG_Tilsynsobjekt,Sagene pizzaria og kebab AS,913542487,Arendalsgata 3,0463,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,0,22102018,1,Z1810221359034040239FTFXW_TilsynAvtale,2018/222083,0
36,Z1410151616122373252HXNTR_Tilsynsobjekt,Territoriet,999103588,MARKVEIEN 58,0550,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,2,0,1,2,05042016,0,Z1604060832287110239HCEES_TilsynAvtale,2016/73802,0
37,Z1410151616122373252HXNTR_Tilsynsobjekt,Territoriet,999103588,MARKVEIEN 58,0550,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,0,0,0,2,26092019,0,Z1909262041501750240UIKSR_TilsynAvtale,2019/213969,0
38,Z1507241436535323184XQQEO_Tilsynsobjekt,MAD at BAR - Vulkan,996343537,MARIDALSVEIEN 17,0178,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,1,0,2,14112019,0,Z1911141809403610240CNVNZ_TilsynAvtale,2019/252492,0
39,Z1208081337343500369CYWNF_Tilsynsobjekt,Al Dente Bryn,997889614,ØSTENSJØVEIEN 79,0667,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,11052022,0,Z2205111500483860240ZGSZD_TilsynAvtale,2022/100858,0
40,Z2001170919026400127RHLUA_Tilsynsobjekt,FLY CHICKEN,924397411,Torggata 9A,0181,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,1,0,0,1,31102022,0,Z2210311557089040240CTIBI_TilsynAvtale,2022/226107,0
41,Z1512071440399700394RXWKH_Tilsynsobjekt,Kebabish Original,815977882,BREIGATA 12,0187,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,24012023,1,Z2301241022368720240RCKUL_TilsynAvtale,2023/8177,0
42,Z1302030435400100392LDCRP_Tilsynsobjekt,"Radisson Blu Scandinavia Hotel, 26 North",971889942,Holbergs gate 30,0166,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,0,23062022,1,Z2206231158333780240DKUGU_TilsynAvtale,2022/123283,0
43,Z2211090952520611029YJGYF_Tilsynsobjekt,Asias Hjerte,925586641,Trondheimsveien 8,0560,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,21122022,0,Z2212221902497540240MTXUR_TilsynAvtale,2022/275963,0
44,Z1006052055223471127VCNBN_Tilsynsobjekt,Kjøkken & Bar AS,984470436,MØLLERGATA 16,0179,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,14102019,1,Z1910140847538580240YQGQN_TilsynAvtale,2019/211330,0
45,Z1702090903468963210JYKUW_Tilsynsobjekt,Vesper Gastropub,911716917,DRONNING EUFEMIAS GATE 32,0191,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,0,2,1,2,02112022,0,Z2211021648115590239VLYTH_TilsynAvtale,2022/240094,0
46,Z1404071406358263126DTJXG_Tilsynsobjekt,Leos lekeland Ulsrud,999047130,JOHN G. MATTESONS VEI 4,0687,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,12082022,0,Z2208121245137190239TICSC_TilsynAvtale,2022/166678,0
47,Z2009082216064190127KYCAP_Tilsynsobjekt,Lille Amerika AS,924825375,Calmeyers gate 9A,0183,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,1,0,1,1,05102022,0,Z2210051243346280239WGYWG_TilsynAvtale,2022/216250,0
48,Z1511131453489363143CMXPS_Tilsynsobjekt,Eat Thai,813804182,Kongens gate 23,0153,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,19012016,0,Z1601191420009760239KSQWN_TilsynAvtale,2016/12112,0
49,Z1006052054185381189OFNTO_Tilsynsobjekt,Baker Hansen A/S CC Vest,974195259,LILLEAKERVEIEN 16,0283,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,1,23022017,0,Z1702231522516310240LDWZD_TilsynAvtale,2017/18970,0
50,Z1006052055002811127USNLZ_Tilsynsobjekt,Eataly Ristorante,982495792,BRYGGETORGET 18,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,0,0,2,04112021,0,Z2111051028478990239LOHEK_TilsynAvtale,2021/227653,0
51,Z1006052055247331126SUHZJ_Tilsynsobjekt,La Sangria,872220992,Holbergs gate 19,0166,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,07062018,0,Z1806081507302710239XPZRL_TilsynAvtale,2018/133173,0
52,Z1204031431142830108ONDOW_Tilsynsobjekt,Sakee,994836285,HOLMENS GATE 6,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,0,2,2,20012016,0,Z1601201827066400239FVZGT_TilsynAvtale,2016/13659,0
53,Z1204031431142830108ONDOW_Tilsynsobjekt,Sakee,994836285,HOLMENS GATE 6,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,03102018,0,Z1810031457025350239EJVYX_TilsynAvtale,2018/148285,0
54,Z1610250925291973102YFJLU_Tilsynsobjekt,Grand Café & Vinkjeller,985183007,Karl Johans Gate 31,0159,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,15122017,1,Z1712151315343340239KUVRX_TilsynAvtale,2017/257917,0
55,Z2003161552024892024EBJTR_Tilsynsobjekt,Kafe Celsius Celsius Drift AS,972019089,RÅDHUSGATEN 19,0158,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,1,16092022,0,Z2209161213311950240XKSAG_TilsynAvtale,2022/201239,0
56,Z1903290953533463170BTRSR_Tilsynsobjekt,WAY DOWN SOUTH,915951872,Østre Elvebakke 7,0182,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,10112022,1,Z2211101354402420239LVNHH_TilsynAvtale,2022/235970,0
57,Z1402101358079330393SRXOY_Tilsynsobjekt,Karlsrud mat og vin AS,996838625,RASCHS VEI 38,1153,Oslo,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,14022019,0,Z1902190647328130240IDKNO_TilsynAvtale,2019/40455,0
58,Z1601261525019100239KYXNL_Tilsynsobjekt,Sushi Asia AS,992426632,FR. NANSENS PLASS 9,0160,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,0,04112019,1,Z1911041501310200240ESYZI_TilsynAvtale,2019/191487,0
59,Z1302111352456023251KBZCB_Tilsynsobjekt,Olivia Aker Brygge,979620934,STRANDEN 3A,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,03052017,0,Z1705040939502460240TDACM_TilsynAvtale,2017/91198,0
60,Z1410230901325693251GFCTT_Tilsynsobjekt,Whatsoup As,912423026,Nedre Slottsgate 8,0157,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,13092018,0,Z1809131451227920239SEOTA_TilsynAvtale,2018/206741,0
61,Z1604051341210520388LYCUF_Tilsynsobjekt,"McDonald's Familerestaurant, Nedre Slottsgate",973090747,NEDRE SLOTTSGATE 21,0157,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,24052018,1,Z1805240935527560239TMXUO_TilsynAvtale,2018/108943,0
62,Z1604251215162073252GPDLA_Tilsynsobjekt,Asian Box As,916557000,SPORVEISGATA 35,0354,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,1,2,02012017,0,Z1701021411278370240IVFJL_TilsynAvtale,2017/439,0
63,Z1605041320526752024BRPPD_Tilsynsobjekt,Village Tandoori,913453182,Bygdøy alle' 65,0265,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,0,19102016,1,Z1610191730335230240LKIFH_TilsynAvtale,2016/215356,0
64,Z1512061802075643251GMGCJ_Tilsynsobjekt,JOE & THE JUICE Karl Johan,915868703,KARL JOHANS GATE 25,0159,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,17012018,0,Z1801180957563820240MHXLH_TilsynAvtale,2018/14011,0
65,Z1006052055554821126FJOOD_Tilsynsobjekt,Radisson Blu Hotel Nydalen,981385578,Nydalsveien 33,0422,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,0,27092018,1,Z1809271210054910240SQBVF_TilsynAvtale,2018/209212,0
66,Z1504131412499810393NGXXH_Tilsynsobjekt,Godt brød Nydalen,990191069,NYDALSVEIEN 33,0484,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,08102018,1,Z1810080852266790239CGPMO_TilsynAvtale,2018/216818,0
67,Z1612150939448333158OFDIJ_Tilsynsobjekt,Nam Kang,972632635,FREDENSBORGVEIEN 24 C,0177,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,2,0,0,2,05072022,0,Z2207051825096610240GNTIJ_TilsynAvtale,2022/141568,0
68,Z1006052055078581190XRKWN_Tilsynsobjekt,Golden Mountain Chin Shan House,974163527,Fritjof Nansens plass 4,0160,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,1,3,0,2,05072017,1,Z1707051548506920239UZOVU_TilsynAvtale,2017/118162,0
69,Z1407141248097380369VTTQL_Tilsynsobjekt,Color Magic M/S - Observation Lounge,992068981,HJORTNESKAIA,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,23102018,0,Z1810231301570280239AYJQA_TilsynAvtale,2018/237370,0
70,Z1804300815361943251RZZRS_Tilsynsobjekt,Johnny Rockets Storgata,916052405,Storgata 31,0184,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,1,28052018,0,Z1805281519316100239EUOTY_TilsynAvtale,2018/124641,0
71,Z1811151450566753252FQDXH_Tilsynsobjekt,Thon Hotel Storo,919445076,Vitaminveien 11,0485,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,0,17012019,1,Z1901171525172000240PRYHC_TilsynAvtale,2018/274219,0
72,Z1006052056389861126DCLRM_Tilsynsobjekt,YaYa's Vika,985374791,MUNKEDAMSVEIEN 53B,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,12062019,0,Z1906130706432220240YMPQA_TilsynAvtale,2019/137021,0
73,Z1006052055341051127BXDIV_Tilsynsobjekt,"McDonald's Familierestaurant, Linderud senter",879838002,ERICH MOGENSØNS VEI 38,0594,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,06062016,0,Z1606070640443920239BPUIS_TilsynAvtale,2016/125345,0
74,Z1006052056027511126WDTOB_Tilsynsobjekt,NABO Kitchen & Bar,987024860,Essendrops gate 9,0368,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,0,2,2,31102016,0,Z1611070852132770240MUMTG_TilsynAvtale,2016/235231,0
75,Z1609221201251743251VXQLR_Tilsynsobjekt,Tatakii Asian,915937144,Middelthuns gate 25,0368,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,,,2,21112022,1,Z2211211212118750239HAQQR_TilsynAvtale,2022/251500,0
76,Z1006052055336011127WNYJL_Tilsynsobjekt,"McDonald's Familierestaurant, Grorud",976715799,GRORUDVEIEN 73,0976,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,0,1,21112018,0,Z1811221009322610239IYUDE_TilsynAvtale,2018/262216,0
77,Z2201241538294252024ZNGLR_Tilsynsobjekt,BAKER NORDBY GUNERIUS AVD 29,911737795,STORGATEN 32,0184,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,31052022,0,Z2205311200223350239JOBLQ_TilsynAvtale,2022/114590,0
78,Z1006052054070851190IPVCG_Tilsynsobjekt,Arakataka,981688007,Mariboes gate 7B,0183,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,0,1,07102021,0,Z2110072017318440240YMDWM_TilsynAvtale,2021/203850,0
79,Z1006052055021361126IORGN_Tilsynsobjekt,Ekebergrestauranten,987325925,Kongsveien 15,0193,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,1,2,07072022,0,Z2207071308329490239ZIJJH_TilsynAvtale,2022/143963,0
80,Z1506111334038603184RHJQZ_Tilsynsobjekt,RAHMA RESTAURANT AS,915366406,TØYENBEKKEN 14,0188,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,0,06072022,1,Z2207060850325880239ISMCN_TilsynAvtale,2022/130962,0
81,Z1006052054538941127YLCSN_Tilsynsobjekt,Dattera Bar og Cafe AS / Dattera til Hagen,981656733,GRØNLAND 10,0188,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,2,2,2,17082017,0,Z1708171537277790240ZNEYD_TilsynAvtale,2017/167337,0
82,Z1501281857378103251VWBHY_Tilsynsobjekt,Munchies Løkka,914105897,THORVALD MEYERSGATE 36,0555,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,0,0,2,25052022,1,Z2205251150229360240RHQPP_TilsynAvtale,2022/91729,0
83,Z1510091039056163168VPPOG_Tilsynsobjekt,Taza Taza,882666352,Jernbanetorget 6,0154,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,0,1,24112021,0,Z2111241519064990239KKIZP_TilsynAvtale,2021/244441,0
84,Z1006052100311171126LSRSN_Tilsynsobjekt,The Fragnance of the Heart Coffee Club,985897409,FRIDTJOF NANSENS PLASS 2,0160,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,0,29062017,1,Z1706290939599640240KPJWI_TilsynAvtale,2017/112824,0
